标题,链接,排名,反链数,简介
北京城市学院,/Html/site_bcu.edu.cn.html,1426106,106,"网站简介：北京城市学院是经国家教育部批准成立的一所综合性普通高校，具有颁发国家承认的研究生、本科学历学位资格，并举办中职、高职专科教育。
北京城市学院创建于1984年，是新中国..."
搜学搜课,/Html/site_soxsok.com.html,473452,242,"网站简介：搜学搜课(www.soxsok.com )汇集了上万家优秀培训机构,每天上万人从这里找到了适合自己的教育培训学校和培训课程!本网站涵盖:电脑、英语、财会、技能、出国留学、管理、学历..."
昆明理工大学,/site_www.kmust.edu.cn.html,50938,97,网站简介：昆明理工大学...
岭南大学,/site_www.ln.edu.hk.html,88830,45,网站简介：岭南大学(Lingnan University)，前身为于晚清成立的格致书院。 现为香港八所法定公立大学之一，并为世界博雅院校联盟成员 ，AACSB认证成员 。2015年获《福布斯》杂志列为亚...
四川省医学科学院,/Html/site_samsph.com.html,6948077,86,"网站简介：四川省医学科学院·四川省人民医院,四川省医学科学院,四川省人民医院,四川省医院,省人民医院,省医院,实用医院临床杂志,护士学校..."
西安外国语大学,/site_www.xisu.edu.cn.html,42080,101,网站简介：西安外国语大学创建于1952年，是新中国早建立的4所外语院校之一，是西北地区唯一的一所主要外语语种齐全的普通高校。其前身是西北大学俄语系、兰州大学俄语系、中共西北局党...
长江师范学院,/Html/site_yznu.cn.html,651075,2841,网站简介：学校是一所重庆市属普通本科院校，2006年9月，由涪陵师范学院更名为长江师范学院，有80多年的办学历史，在社会各界享有良好办学声誉，在重庆市高校布局结构中具有重要地位，...
天津职业技术师范大学,/Html/site_tute.edu.cn.html,221981,39,网站简介：天津职业技术师范大学（Tianjin University of Technology and Education）是中国早建立的以培养职业教育师资为主要任务的普通高等师范院校，成立于1979年，隶属于原国家劳...
山西医科大学,/site_www.sxmu.edu.cn.html,901502,68,网站简介：山西医科大学（Shanxi Medical University）位于山西省会太原市，是一所以医学为主，医、 理、管、法、文多学科相互渗透、协调发展的医科大学，以本科教育为主多层次人才培...
道德经,/Html/site_daodejing.org.html,1395539,6,网站简介：...
小语种口语网官方网站,/Html/site_tukkk.com.html,872719,14,网站简介：小语种口语网官网(tukkk.com) 是小语种学习网站.其55种语言有法语 德语 西班牙语 意大利语 葡萄牙语 挪威语 芬兰语 克罗地亚语 斯洛文尼亚语 捷克语 阿尔巴尼亚语 保加利亚...
广西中医药大学,/Html/site_gxtcmu.edu.cn.html,331911,82,网站简介：广西中医药大学位于有“中国绿城”美誉的广西壮族自治区首府南宁市，是我国5个少数民族自治区中唯一独立建制的高等中医药院校。学校创建于1956年，其前身为1934年成立的广西...
大连东软信息学院,/Html/site_neusoft.edu.cn.html,45485,96,网站简介：大连东软信息学院 - Dalian Neusoft University of information 大连东软信息学院是经国家教育部批准设立，由东软控股、亿达集团共同投资举办的一所以工学为主，兼办管理学...
华中农业大学,/site_www.hzau.edu.cn.html,136149,228,网站简介：华中农业大学是一所教育部直属、国家“211工程”建设的全国重点大学。校园位于湖北省武汉市武昌南湖狮子山，占地面积495万平方米（7425亩），三面环湖，风景秀丽，环境幽雅...
无锡教育网,/Html/site_wxjy.com.cn.html,1037730,276,网站简介：无锡教育电视台 无锡市电化教育馆主办...
广州招考网 ,/Html/site_gzzk.cn.html,260590,110,网站简介：广州招考网是一专门为中考、高考、成考、自学考试、非学历证书考试等各类考生提供招生与考试服务的专业性网站。本网站由广州市招生考试委员会办公室主办，主要提供：招生考...
有道专业翻译,/site_f.youdao.com.html,122,57,网站简介：网易旗下的人工翻译服务。中国翻译协会认证的正规翻译公司，在线翻译立等可取，文档翻译多轮审核、性价比高。提供英语专业翻译、英文简历、合同翻译、论文翻译等服务。咨询...
首都师范大学,/site_www.cnu.edu.cn.html,73204,178,网站简介：首都师范大学（Capital Normal University）创建于1954年，是一所包括文、理、工、管、法、教育、外语、艺术等专业的综合性师范大学，是北京市重点投入建设的北京市属重点大...
河海大学常州校区,/Html/site_hhuc.edu.cn.html,6451029,23,网站简介：河海大学是一所拥有近百年办学历史，以水利为特色，工科为主，多学科协调发展的教育部直属全国重点大学，是实施国家“211工程”重点建设的高校之一。近年来，以科技部批准成...
福建船政交通职业学院,/Html/site_fjcpc.edu.cn.html,244323,28,网站简介：福建船政交通职业学院是经教育部批准成立的省属公办高等职业学院，是国家首批示范性高等职业院校。其前身为创办于1866 年的中国近代官办第一所高等实业学堂——福建船政学堂...
广西职业技术学院,/Html/site_gxzjy.com.html,252659,60,网站简介：广西职业技术学院前身是创建于1965年的广西劳动大学，1998年经教育部批准，成为广西首批独立改制的公办普通高等职业院校。2014年，学院“国家示范性高等职业院校建设计划”...
广州市番禺区教育信息网,/Html/site_pyedu.cn.html,427752,191,网站简介：广州市番禺区教育局 主办...
天津图书馆,/Html/site_tjl.tj.cn.html,1145404,68,网站简介：天津图书馆是中国创建较早、历史悠久的省级公共图书馆之一，从1908年（清光绪三十四年）创建直隶图书馆至今，已近一个世纪。2012年，天津图书馆三个现代化馆区全面对市民开...
北京语言大学,/site_www.blcu.edu.cn.html,88358,224,网站简介：北京语言大学是中国教育部直属高等学校，是在周恩来总理的亲自关怀下建立的，创办于1962年。...
新疆师范大学,/Html/site_xjnu.edu.cn.html,138276,119,网站简介：新疆师范大学创立于1978年12月，其前身是乌鲁木齐市第一师范学校和新疆教师培训部。是“中西部高校基础能力建设工程高校”之一。...
鹤壁职业技术学院,/Html/site_hbzy.edu.cn.html,1195002,30,网站简介：鹤壁职业技术学院是经河南省人民政府批准、国家教育部备案的一所全日制地方高职院校。学院由鹤壁教育学院、鹤壁中等专业学校、鹤壁广播电视大学、鹤壁师范学校四校于2001年...
北京体育大学,/site_www.bsu.edu.cn.html,210967,116,网站简介：北京体育大学是新中国成立后国务院确定的首批全国重点院校、国家“211工程”重点建设院校和进入“高等学校学科创新引智计划”的高等体育院校。北京体育大学具有光荣的办学历...
VIPKID,/site_www.vipkid.com.cn.html,123473,0,"网站简介：VIPKID由长江商学院孵化，创新工场，经纬中国、红杉资本、北极光和真格基金联合投资，为5-12岁小朋友提供美国小学课程的互联网教育公司。
VIPKID专注为5-12岁小朋友提供有效..."
米课,/Html/site_imiker.com.html,5947,17,网站简介：米课，一个外贸网络营销培训网站，提供海外营销视频课程。南京米课网络信息技术有限公司旗下。...
机工教育服务网,/Html/site_cmpedu.com.html,23137,38,网站简介：www.cmpedu.com 机械工业出版社教育服务网站，为用户提供教材查询、课件下载、样书申请、在线视频、网上投稿、论坛博客等服务。...
广西民族大学,/site_www.gxun.edu.cn.html,43343,158,网站简介：广西民族大学坐落于广西首府南宁市风景秀丽的相思湖畔，创办于1952 年，原为中央民族学院（今中央民族大学）广西分院，1953 年更名为广西省民族学院，1958 年改名为广西民族...
山西财经大学,/site_www.sxufe.edu.cn.html,142173,73,网站简介：山西财经大学是一所以经济学、管理学、法学为主干学科，经、管、法、文、理、工、教、艺术相互支撑的多科性教学研究型大学。学校始建于1951年，是新中国成立后建校早的高等...
北京市义务教育入学服务平台,/Html/site_yjrx.bjedu.cn.html,73860,5,网站简介：北京市义务教育入学服务平台，属于电子学籍管理系统。是北京小学和初中入学服务系统，于2014年5月1日开通。...
ChaseDream,/Html/site_chasedream.com.html,242737,53,网站简介：ChaseDream是顶级商学院申请与职业发展交流平台。包括：顶级MBA申请，商科Master/PhD申请，GMAT/TOEFL考试，商学院学习与生活，职业发展等。ChaseDream成立于2003年，网友们...
河北经贸大学,/Html/site_heuet.edu.cn.html,421594,101,网站简介：河北经贸大学（Hebei University of Economics and Business）是河北省重点建设的11所大学之一，是一所以经济学、管理学、法学为主，兼有文学、理学和工学的多学科性财经类...
千锋教育,/Html/site_mobiletrain.org.html,151768,493,"网站简介：中国移动互联网研发培训领导品牌,专注iOS培训、Android培训、HTML5培训，无偿发布iOS培训视频、Android培训视频、Swift开发培训视频,千锋教育长期坚持用“良心做教育”的理..."
考虫英语,/Html/site_kaochong.com.html,124804,363,网站简介：考虫是一款专注于英语四六级考试的网站。通过在线授课，让学生可以接触到优秀的考试，接受好的教学。隶属于北京选课科技有限公司。...
福建省人事考试网,/Html/site_fjpta.com.html,211712,172,网站简介：福建省人事考试网...
莆田学院,/Html/site_ptu.edu.cn.html,56743,30,网站简介：莆田学院是经教育部批准成立的全日制普通本科高校，是教育部、卫生部第一批“卓越医生教育培养计划项目”试点单位。由福建省政府领导和管理，实行省市共建、以市为主的办学...
